yorum,hiz,servis,lezzet,Label
Harika.,10,10,10,pozitif
Spesiyal çiğ köfte çok lezzetli.,10,10,10,pozitif
1 saati geçti.,1,10,10,pozitif
Biraz fazla acı ama çok lezzetli.,9,9,9,pozitif
Servis ve lezzet cok iyi hız da aynı sekilde.,10,10,10,pozitif
Hayatimda böyle çiğ köfte görmedim duymadim bildigin bulgura salca koymuslar.,1,1,1,negatif
"Mmm, delicious.",9,9,9,pozitif
Bravo.,10,10,10,pozitif
Harika.,10,10,10,pozitif
Spesiyal çiğ köfte çok lezzetli.,10,10,10,pozitif
1 saati geçti.,1,10,10,pozitif
Biraz fazla acı ama çok lezzetli.,9,9,9,pozitif
Servis ve lezzet cok iyi hız da aynı sekilde.,10,10,10,pozitif
Hayatimda böyle çiğ köfte görmedim duymadim bildigin bulgura salca koymuslar.,1,1,1,negatif
"Mmm, delicious.",9,9,9,pozitif
Bravo.,10,10,10,pozitif
Harika.,10,10,10,pozitif
Spesiyal çiğ köfte çok lezzetli.,10,10,10,pozitif
1 saati geçti.,1,10,10,pozitif
Biraz fazla acı ama çok lezzetli.,9,9,9,pozitif
Servis ve lezzet cok iyi hız da aynı sekilde.,10,10,10,pozitif
Hayatimda böyle çiğ köfte görmedim duymadim bildigin bulgura salca koymuslar.,1,1,1,negatif
"Mmm, delicious.",9,9,9,pozitif
Bravo.,10,10,10,pozitif
Harika.,10,10,10,pozitif
Spesiyal çiğ köfte çok lezzetli.,10,10,10,pozitif
1 saati geçti.,1,10,10,pozitif
Biraz fazla acı ama çok lezzetli.,9,9,9,pozitif
Servis ve lezzet cok iyi hız da aynı sekilde.,10,10,10,pozitif
Hayatimda böyle çiğ köfte görmedim duymadim bildigin bulgura salca koymuslar.,1,1,1,negatif
"Mmm, delicious.",9,9,9,pozitif
Hızlı ve sıcak geldi. Lezizdi.,10,9,9,pozitif
İyi.,10,10,10,pozitif
"Ben yandim siz yanmayin, 42 lirayi yanik pizzaya verdik biri de cikip bu yanik dememis.",1,1,1,negatif
Fiyat performansı çok düşük pizzaların.,7,7,3,nötr
Hamurun altı buhardan ıslanmıştı buda pizzanın kıtırlığını yok edip hamurlaşmasına sebep olmuş. Birde fazla ıslaktı. Malzeme kalitesi ve lezzet mükemmeldi.,5,9,9,pozitif
Pizza nefis.,10,10,10,pozitif
"Yediğim en iyi pizza olabilir, joker olmasına rağmen çok iyiydi. Jokersiz fiyat gerçekten pahalı ama bu lezzete degebilir sanırım.",10,10,10,pozitif
Pızzalarına diyecek yok.,8,10,10,pozitif
Siparişim yanliş geldi lezzet güzeldi çok açikmiştim yedim :(.,8,8,8,pozitif
Pahalısınız ama lezzetlisiniz. Şu lezzetiniz olmasa bi pizzaya bu parayı asla vermem.,10,10,10,pozitif
Çok iyiydi.,10,10,10,pozitif
Pizza çok ince malzeme üzerinde durmuyor. Lezzet güzel taban yok.,8,7,9,pozitif
"Herhalde son yıllarda yediğimiz en kötü pizza idi. Buz gibi geldi. Kalın hamur, malzeme sadece üstünden gezdirilmiş. Yediğimiz en pahalı hamur oldu bu. Bir daha asla sipariş vermem ve tavsiye etmiyorum.",5,5,1,negatif
Bence istanbulun gerçek italyan pizzasına en yakın ilk 3-5 pizzasından biri özellikle burratalı mükemmel.,10,10,10,pozitif
Çok hızlıydı ve sıcacıktı.,10,10,10,pozitif
Lezzetli. Çok yağlı ve ağır bir akşam yemeği.,8,8,8,pozitif
"Patlıcanlı pizza yanık hatta bazı kısımları kömürdü. Sos namına bir şey yoktu. 4 liralık yağ seçeneği de bildiğiniz plastik kutuda zeytinyağı arkadaşlar. Çok açtık, yedik. Midemiz kötü oldu, boşa kalori aldık, çok üzüldük.",8,8,3,nötr
"Malzemeler kaliteli, görüntüsü hoş fakat yeterince lezzetli bulamadım. (margeritha).",9,9,7,pozitif
İtalyaya gitmeden italyan pizzasi yenebilen yer.,10,10,10,pozitif
Guzel geldi.,10,10,10,pozitif
Mukemmel keske fiyatlari biraz daha ortalama olsa jokersizde hep soyliyebilsem.,10,10,10,pozitif
Kullandıkları malzemeler kesinlikle çok kaliteli ve lezzetli. 25 dk teslimat pizza ürünü için gayet başarılı. İnşallah bozulmaz.,10,9,10,pozitif
Yanlış ürün ilgisizlik geri dönmeme.,1,1,1,negatif
Yerinde yemek lazim.,9,5,8,pozitif
"98 liraya pizza mı olur. Maliyeti belli, biraz insaf.",8,1,10,nötr
Pizza çok büyüktü 4 kişi zor yedik ellerinize sağlık.,10,10,10,pozitif
Peynir tabagindaki cesitler yazilandan eksikti. Ve bazilari bozuk geldi.,1,1,1,negatif
Cok soguktu ve feslegene dair hic birsey yoktu carpaccioda bozmussunuz.,10,6,5,pozitif
Lezzet ciddi anlamda muhteşem!,9,10,10,pozitif
Hamurunun inceliğini sevdim. Pizza diye hamur yemiyorsunuz.,10,9,10,pozitif
Gayet başarılı.,10,10,10,pozitif
Çok hızlı geldi ve kurye güleryüzlü biri.,10,10,10,pozitif
Hızlı geldi. Pizzalarda gayet lezzetli ve sıcaktı.,10,10,10,pozitif
Yedigim ender lezzetlerden biri.,10,10,10,pozitif
Gercekten çok lezzetliydi tüm çalışanların emeğine sağlık.,10,10,10,pozitif
İstanbulda yediğim en iyi pizza diyebilirim.,10,10,10,pozitif
Son zamanlarda yedigim en lezzetli pizzaydi. Yarim saat icinde de geldi. Cok tesekkurler.,10,10,10,pozitif
Lezzet ciddi anlamda muhteşem!,9,10,10,pozitif
Hamurunun inceliğini sevdim. Pizza diye hamur yemiyorsunuz.,10,9,10,pozitif
Gayet başarılı.,10,10,10,pozitif
Çok hızlı geldi ve kurye güleryüzlü biri.,10,10,10,pozitif
Hızlı geldi. Pizzalarda gayet lezzetli ve sıcaktı.,10,10,10,pozitif
Yedigim ender lezzetlerden biri.,10,10,10,pozitif
Gercekten çok lezzetliydi tüm çalışanların emeğine sağlık.,10,10,10,pozitif
İstanbulda yediğim en iyi pizza diyebilirim.,10,10,10,pozitif
Son zamanlarda yedigim en lezzetli pizzaydi. Yarim saat icinde de geldi. Cok tesekkurler.,10,10,10,pozitif
Lezzet ciddi anlamda muhteşem!,9,10,10,pozitif
Hamurunun inceliğini sevdim. Pizza diye hamur yemiyorsunuz.,10,9,10,pozitif
Gayet başarılı.,10,10,10,pozitif
Çok hızlı geldi ve kurye güleryüzlü biri.,10,10,10,pozitif
Hızlı geldi. Pizzalarda gayet lezzetli ve sıcaktı.,10,10,10,pozitif
Yedigim ender lezzetlerden biri.,10,10,10,pozitif
Gercekten çok lezzetliydi tüm çalışanların emeğine sağlık.,10,10,10,pozitif
İstanbulda yediğim en iyi pizza diyebilirim.,10,10,10,pozitif
Son zamanlarda yedigim en lezzetli pizzaydi. Yarim saat icinde de geldi. Cok tesekkurler.,10,10,10,pozitif
Lezzet ciddi anlamda muhteşem!,9,10,10,pozitif
Hamurunun inceliğini sevdim. Pizza diye hamur yemiyorsunuz.,10,9,10,pozitif
Gayet başarılı.,10,10,10,pozitif
Çok hızlı geldi ve kurye güleryüzlü biri.,10,10,10,pozitif
Hızlı geldi. Pizzalarda gayet lezzetli ve sıcaktı.,10,10,10,pozitif
Yedigim ender lezzetlerden biri.,10,10,10,pozitif
Gercekten çok lezzetliydi tüm çalışanların emeğine sağlık.,10,10,10,pozitif
İstanbulda yediğim en iyi pizza diyebilirim.,10,10,10,pozitif
Son zamanlarda yedigim en lezzetli pizzaydi. Yarim saat icinde de geldi. Cok tesekkurler.,10,10,10,pozitif
Lezzet ciddi anlamda muhteşem!,9,10,10,pozitif
Hamurunun inceliğini sevdim. Pizza diye hamur yemiyorsunuz.,10,9,10,pozitif
Gayet başarılı.,10,10,10,pozitif
Çok hızlı geldi ve kurye güleryüzlü biri.,10,10,10,pozitif
Hızlı geldi. Pizzalarda gayet lezzetli ve sıcaktı.,10,10,10,pozitif
Yedigim ender lezzetlerden biri.,10,10,10,pozitif
Gercekten çok lezzetliydi tüm çalışanların emeğine sağlık.,10,10,10,pozitif
İstanbulda yediğim en iyi pizza diyebilirim.,10,10,10,pozitif
Son zamanlarda yedigim en lezzetli pizzaydi. Yarim saat icinde de geldi. Cok tesekkurler.,10,10,10,pozitif
Lezzet ciddi anlamda muhteşem!,9,10,10,pozitif
Hamurunun inceliğini sevdim. Pizza diye hamur yemiyorsunuz.,10,9,10,pozitif
Gayet başarılı.,10,10,10,pozitif
Çok hızlı geldi ve kurye güleryüzlü biri.,10,10,10,pozitif
Hızlı geldi. Pizzalarda gayet lezzetli ve sıcaktı.,10,10,10,pozitif
Yedigim ender lezzetlerden biri.,10,10,10,pozitif
Gercekten çok lezzetliydi tüm çalışanların emeğine sağlık.,10,10,10,pozitif
İstanbulda yediğim en iyi pizza diyebilirim.,10,10,10,pozitif
Son zamanlarda yedigim en lezzetli pizzaydi. Yarim saat icinde de geldi. Cok tesekkurler.,10,10,10,pozitif
Lezzet ciddi anlamda muhteşem!,9,10,10,pozitif
Hamurunun inceliğini sevdim. Pizza diye hamur yemiyorsunuz.,10,9,10,pozitif
Gayet başarılı.,10,10,10,pozitif
Çok hızlı geldi ve kurye güleryüzlü biri.,10,10,10,pozitif
Hızlı geldi. Pizzalarda gayet lezzetli ve sıcaktı.,10,10,10,pozitif
Yedigim ender lezzetlerden biri.,10,10,10,pozitif
Gercekten çok lezzetliydi tüm çalışanların emeğine sağlık.,10,10,10,pozitif
İstanbulda yediğim en iyi pizza diyebilirim.,10,10,10,pozitif
Son zamanlarda yedigim en lezzetli pizzaydi. Yarim saat icinde de geldi. Cok tesekkurler.,10,10,10,pozitif
Lezzet ciddi anlamda muhteşem!,9,10,10,pozitif
Hamurunun inceliğini sevdim. Pizza diye hamur yemiyorsunuz.,10,9,10,pozitif
Gayet başarılı.,10,10,10,pozitif
Çok hızlı geldi ve kurye güleryüzlü biri.,10,10,10,pozitif
Hızlı geldi. Pizzalarda gayet lezzetli ve sıcaktı.,10,10,10,pozitif
Yedigim ender lezzetlerden biri.,10,10,10,pozitif
Gercekten çok lezzetliydi tüm çalışanların emeğine sağlık.,10,10,10,pozitif
İstanbulda yediğim en iyi pizza diyebilirim.,10,10,10,pozitif
Son zamanlarda yedigim en lezzetli pizzaydi. Yarim saat icinde de geldi. Cok tesekkurler.,10,10,10,pozitif
Lezzet ciddi anlamda muhteşem!,9,10,10,pozitif
Hamurunun inceliğini sevdim. Pizza diye hamur yemiyorsunuz.,10,9,10,pozitif
Gayet başarılı.,10,10,10,pozitif
Çok hızlı geldi ve kurye güleryüzlü biri.,10,10,10,pozitif
Hızlı geldi. Pizzalarda gayet lezzetli ve sıcaktı.,10,10,10,pozitif
Yedigim ender lezzetlerden biri.,10,10,10,pozitif
Gercekten çok lezzetliydi tüm çalışanların emeğine sağlık.,10,10,10,pozitif
İstanbulda yediğim en iyi pizza diyebilirim.,10,10,10,pozitif
Son zamanlarda yedigim en lezzetli pizzaydi. Yarim saat icinde de geldi. Cok tesekkurler.,10,10,10,pozitif
Lezzet ciddi anlamda muhteşem!,9,10,10,pozitif
Hamurunun inceliğini sevdim. Pizza diye hamur yemiyorsunuz.,10,9,10,pozitif
Gayet başarılı.,10,10,10,pozitif
Çok hızlı geldi ve kurye güleryüzlü biri.,10,10,10,pozitif
Hızlı geldi. Pizzalarda gayet lezzetli ve sıcaktı.,10,10,10,pozitif
Yedigim ender lezzetlerden biri.,10,10,10,pozitif
Gercekten çok lezzetliydi tüm çalışanların emeğine sağlık.,10,10,10,pozitif
İstanbulda yediğim en iyi pizza diyebilirim.,10,10,10,pozitif
Son zamanlarda yedigim en lezzetli pizzaydi. Yarim saat icinde de geldi. Cok tesekkurler.,10,10,10,pozitif
Lezzet ciddi anlamda muhteşem!,9,10,10,pozitif
Hamurunun inceliğini sevdim. Pizza diye hamur yemiyorsunuz.,10,9,10,pozitif
Gayet başarılı.,10,10,10,pozitif
Çok hızlı geldi ve kurye güleryüzlü biri.,10,10,10,pozitif
Hızlı geldi. Pizzalarda gayet lezzetli ve sıcaktı.,10,10,10,pozitif
Yedigim ender lezzetlerden biri.,10,10,10,pozitif
Gercekten çok lezzetliydi tüm çalışanların emeğine sağlık.,10,10,10,pozitif
İstanbulda yediğim en iyi pizza diyebilirim.,10,10,10,pozitif
Son zamanlarda yedigim en lezzetli pizzaydi. Yarim saat icinde de geldi. Cok tesekkurler.,10,10,10,pozitif
Lezzet ciddi anlamda muhteşem!,9,10,10,pozitif
Hamurunun inceliğini sevdim. Pizza diye hamur yemiyorsunuz.,10,9,10,pozitif
Gayet başarılı.,10,10,10,pozitif
Çok hızlı geldi ve kurye güleryüzlü biri.,10,10,10,pozitif
Hızlı geldi. Pizzalarda gayet lezzetli ve sıcaktı.,10,10,10,pozitif
Yedigim ender lezzetlerden biri.,10,10,10,pozitif
Gercekten çok lezzetliydi tüm çalışanların emeğine sağlık.,10,10,10,pozitif
İstanbulda yediğim en iyi pizza diyebilirim.,10,10,10,pozitif
Son zamanlarda yedigim en lezzetli pizzaydi. Yarim saat icinde de geldi. Cok tesekkurler.,10,10,10,pozitif
Lezzet ciddi anlamda muhteşem!,9,10,10,pozitif
Hamurunun inceliğini sevdim. Pizza diye hamur yemiyorsunuz.,10,9,10,pozitif
Gayet başarılı.,10,10,10,pozitif
Çok hızlı geldi ve kurye güleryüzlü biri.,10,10,10,pozitif
Hızlı geldi. Pizzalarda gayet lezzetli ve sıcaktı.,10,10,10,pozitif
Yedigim ender lezzetlerden biri.,10,10,10,pozitif
Gercekten çok lezzetliydi tüm çalışanların emeğine sağlık.,10,10,10,pozitif
İstanbulda yediğim en iyi pizza diyebilirim.,10,10,10,pozitif
Son zamanlarda yedigim en lezzetli pizzaydi. Yarim saat icinde de geldi. Cok tesekkurler.,10,10,10,pozitif
Lezzet ciddi anlamda muhteşem!,9,10,10,pozitif
Hamurunun inceliğini sevdim. Pizza diye hamur yemiyorsunuz.,10,9,10,pozitif
Gayet başarılı.,10,10,10,pozitif
Çok hızlı geldi ve kurye güleryüzlü biri.,10,10,10,pozitif
Hızlı geldi. Pizzalarda gayet lezzetli ve sıcaktı.,10,10,10,pozitif
Yedigim ender lezzetlerden biri.,10,10,10,pozitif
Gercekten çok lezzetliydi tüm çalışanların emeğine sağlık.,10,10,10,pozitif
İstanbulda yediğim en iyi pizza diyebilirim.,10,10,10,pozitif
Son zamanlarda yedigim en lezzetli pizzaydi. Yarim saat icinde de geldi. Cok tesekkurler.,10,10,10,pozitif
Lezzet ciddi anlamda muhteşem!,9,10,10,pozitif
Hamurunun inceliğini sevdim. Pizza diye hamur yemiyorsunuz.,10,9,10,pozitif
Gayet başarılı.,10,10,10,pozitif
Çok hızlı geldi ve kurye güleryüzlü biri.,10,10,10,pozitif
Hızlı geldi. Pizzalarda gayet lezzetli ve sıcaktı.,10,10,10,pozitif
Yedigim ender lezzetlerden biri.,10,10,10,pozitif
Gercekten çok lezzetliydi tüm çalışanların emeğine sağlık.,10,10,10,pozitif
İstanbulda yediğim en iyi pizza diyebilirim.,10,10,10,pozitif
Son zamanlarda yedigim en lezzetli pizzaydi. Yarim saat icinde de geldi. Cok tesekkurler.,10,10,10,pozitif
Lezzet ciddi anlamda muhteşem!,9,10,10,pozitif
Hamurunun inceliğini sevdim. Pizza diye hamur yemiyorsunuz.,10,9,10,pozitif
Gayet başarılı.,10,10,10,pozitif
Çok hızlı geldi ve kurye güleryüzlü biri.,10,10,10,pozitif
Hızlı geldi. Pizzalarda gayet lezzetli ve sıcaktı.,10,10,10,pozitif
Yedigim ender lezzetlerden biri.,10,10,10,pozitif
Gercekten çok lezzetliydi tüm çalışanların emeğine sağlık.,10,10,10,pozitif
İstanbulda yediğim en iyi pizza diyebilirim.,10,10,10,pozitif
Son zamanlarda yedigim en lezzetli pizzaydi. Yarim saat icinde de geldi. Cok tesekkurler.,10,10,10,pozitif
Lezzet ciddi anlamda muhteşem!,9,10,10,pozitif
Hamurunun inceliğini sevdim. Pizza diye hamur yemiyorsunuz.,10,9,10,pozitif
Gayet başarılı.,10,10,10,pozitif
Çok hızlı geldi ve kurye güleryüzlü biri.,10,10,10,pozitif
Hızlı geldi. Pizzalarda gayet lezzetli ve sıcaktı.,10,10,10,pozitif
Yedigim ender lezzetlerden biri.,10,10,10,pozitif
Gercekten çok lezzetliydi tüm çalışanların emeğine sağlık.,10,10,10,pozitif
İstanbulda yediğim en iyi pizza diyebilirim.,10,10,10,pozitif
Son zamanlarda yedigim en lezzetli pizzaydi. Yarim saat icinde de geldi. Cok tesekkurler.,10,10,10,pozitif
Lezzet ciddi anlamda muhteşem!,9,10,10,pozitif
Hamurunun inceliğini sevdim. Pizza diye hamur yemiyorsunuz.,10,9,10,pozitif
Gayet başarılı.,10,10,10,pozitif
Çok hızlı geldi ve kurye güleryüzlü biri.,10,10,10,pozitif
Hızlı geldi. Pizzalarda gayet lezzetli ve sıcaktı.,10,10,10,pozitif
Yedigim ender lezzetlerden biri.,10,10,10,pozitif
Gercekten çok lezzetliydi tüm çalışanların emeğine sağlık.,10,10,10,pozitif
İstanbulda yediğim en iyi pizza diyebilirim.,10,10,10,pozitif
Son zamanlarda yedigim en lezzetli pizzaydi. Yarim saat icinde de geldi. Cok tesekkurler.,10,10,10,pozitif
Lezzet ciddi anlamda muhteşem!,9,10,10,pozitif
Hamurunun inceliğini sevdim. Pizza diye hamur yemiyorsunuz.,10,9,10,pozitif
Gayet başarılı.,10,10,10,pozitif
Çok hızlı geldi ve kurye güleryüzlü biri.,10,10,10,pozitif
Hızlı geldi. Pizzalarda gayet lezzetli ve sıcaktı.,10,10,10,pozitif
Yedigim ender lezzetlerden biri.,10,10,10,pozitif
Gercekten çok lezzetliydi tüm çalışanların emeğine sağlık.,10,10,10,pozitif
İstanbulda yediğim en iyi pizza diyebilirim.,10,10,10,pozitif
Son zamanlarda yedigim en lezzetli pizzaydi. Yarim saat icinde de geldi. Cok tesekkurler.,10,10,10,pozitif
Harika.,10,10,10,pozitif
"Pudra şekeri olmasın dedim özellikle pudra sekerini olması gerekenden fazla dökerek göndermişler, dinlemiyorlar insanları notlarıda okumuyorlar.",1,1,1,negatif
Denilebilecek bir şey yok kelimenin tam manasıyla mükemmel.,10,10,10,pozitif
Her zaman 10 numara.,10,10,10,pozitif
Müthiş lezzet.,9,9,10,pozitif
Elinize sağlık güzeldi.,9,9,9,pozitif
"Pizza nefis, şişe kola gelmesi efsane.",10,10,10,pozitif
Her zamankigibi kusursuzdu kullanılan malzemeler çok kaliteli bu da lezzete yansıyor.,10,10,10,pozitif
"Yani 9. 3 puanı var diye güvendim sipariş verdim. Hamurun nasıl olacağını sormuyorlar, direk ince kenar getirdiler. Jelibon koymuşlar falan güzellik bence mantıklı ama jelibondan önce işte yanına bi pizza sosu koyabilirsiniz, hamurun kalınlığını sorabilirsiniz falan. Beklentimin altında geldi. Teşekk.",10,5,5,nötr
Pizza guzel lafim yok ama buyuk pizzanin 49 lira olup min siparisin 50 lira olmasi hosuma gitmiyor :).,10,10,10,pozitif
Elinize saglık karnım doydu.,10,10,10,pozitif
Ürün detayda pizzanın içindeki tüm malzemeler yazmadığı için sebzeli sandığım pizza sosis ve sucuklu olarak geldi ancak kısa süre içerisinde restoran ve yemeksepeti işbirliğinde problemim çözüldü. Teşekkür ederim.,10,7,10,pozitif
Ben böyle bir hız görmedim. Harika tat. Süper teslimat. Kurye abiye selamlar :).,10,10,10,pozitif
Munch çokkk küçük yetmiyo.,9,9,9,pozitif
Perfect.,10,10,10,pozitif
"Jokerle soyledim, yogunluk sebebiyle gecikecegini fakat sicak gelecegini soylediler. Oyle de oldu. İletisim olunca haliyle puani etkiliyor. :) tesekkurler.",9,10,10,pozitif
"V muchyss, v pizza her zamanki gibi mükemmell.",10,10,10,pozitif
Pizzalarınızı severek tüketiyorum ancak bu sefer pizzanın kenar kısımları yanmıştı.,10,10,8,pozitif
Çok lezzetli ve hızlı geldi elinlze sağlık.,10,10,10,pozitif
Çok begendim ellerinize saglik.,10,8,10,pozitif
"Malzemeleri gayet bol ve yeterli, nacizane hamur bi tik daha ince olsa super olur ama tekrar siparis veririm. Tesekkurler.",8,10,9,pozitif
"V munchy müthiş, mutlaka deneyin, sıcacık geldi.",10,10,10,pozitif
"V munchy bayıldım harika bir tatlı, pizza cok lezzetli malzemeler hamur kaliteli tavsiye ederim.",10,10,10,pozitif
Küçük boy fındık lahmacun kadardı :( lezzet gayrt güzel teşekkürler.,8,4,8,nötr
Bir pizza yanlış geldi fakat 15dk içinde yenisini gönderdiler. Pizzalar gayet sıcak ve lezzetliydi.,10,10,10,pozitif
Bir numara!,10,10,10,pozitif
"Pahalı maalesef, ama güzel.",10,9,8,pozitif
"Pizza harikaydı, çok teşekkürler.",10,10,10,pozitif
Gerçekten hızlısınız leziz ve iyisiniz tşk. Ve bozmadınızda he.,10,10,10,pozitif
"Çok hızlı geldi. Güzeldi fakat pizzada sarımsak tadı vardı ekmekte sanırım, sucuktan kaynaklı bir ekşilik de olabilir.",10,10,9,pozitif
Sanırım hamuru veya başka birşeyi değiştirdiniz anlamadım ama baya kötüydü ve saatlerdir midemiz ekşidi.,10,9,4,pozitif
"Joker kalırsa hiç kaçırmayın, gelmezse de pişman olmazsınız :).",10,10,10,pozitif
"Bu sefer üzdü. 20-30 dk öngörmesine rağmen 1 saatte soğuk olarak geldi. İlaveten, içeceklerin bulunduğu poşette içeceklerden biri kırılmıştı. Umarım bir sefere mahsus olmuş olur.",3,3,7,nötr
Lezzeti benim için her zaman tam puan fakat bütün bunların yanında o kadar harika bir işletme ki geç kaldıkları için siparişimi hediye etmek istediler ki bence çoğu işletmeye göre servis hızı hala iyiydi. O yüzden kendilerine çok teşekkür ediyorum ve severek sipariş vermeye devam edeceğim :).,10,10,10,pozitif
Yerinde yenmeli.,9,10,8,pozitif
Civardaki en lezzetli pizzalar.,10,10,10,pozitif
Hamurunuzla aşk yaşıyorum.,10,10,10,pozitif
Çok iyi kaliteli mazemeler.,10,9,9,pozitif
"Cok lezzetliydi, hiz da cok iyiydi. Tesekkurler.",10,10,10,pozitif
Jelibon için teşekkürleeeeeeer :).,10,10,10,pozitif
Colamı getirmeyi unuttukları için peşinden tatlı yollayıp gönlümü aldılar. Harika bir işletme!,10,10,10,pozitif
Harika.,10,9,9,pozitif
"Lezzet ve hız gayet iyiydi fakat fiyatlar hisarüstündeki bir pizzacıya göre çok pahalı, fiyatları düşürürseniz daha çok sipariş ederiz.",10,6,9,pozitif
Orta boy bana biraz küçük geldi.,9,7,9,pozitif
V chef pizza oldukça lezizdi! Hızıyla da tadıyla da gönülleri kazandı :).,10,10,10,pozitif
Baya iyi.,10,10,10,pozitif
"Tatlı almıştım, lezzeti güzeldi ama çok ufaktı...",10,10,10,pozitif
Harikasınız. Yediğim en güzel pizzalardan biri. Şiparişi verdikten 10 dk geçmedi hemen geldi. Yemeğim çok taze ve sıcaktı. Umarım bu hep böyle devam eder.,10,10,10,pozitif
